Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
E33000516,A,Retail,A1,Low density wholesale and retail
E33000517,A,Retail,A1,Low density wholesale and retail
E33000518,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000519,E,Manufacturing and distribution,E3,Business parks
E33000520,A,Retail,A4,Traditional high streets
E33000521,A,Retail,A1,Low density wholesale and retail
E33000522,G,Servants of society,G1,Public administration and security
E33000523,A,Retail,A4,Traditional high streets
E33000524,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000525,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000526,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000527,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000528,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000529,G,Servants of society,G1,Public administration and security
E33000530,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000531,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000532,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000533,G,Servants of society,G1,Public administration and security
E33000534,G,Servants of society,G1,Public administration and security
E33000535,E,Manufacturing and distribution,E3,Business parks
E33000536,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000537,G,Servants of society,G1,Public administration and security
E33000538,A,Retail,A1,Low density wholesale and retail
E33000539,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000540,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000541,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000542,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000543,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000544,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000545,G,Servants of society,G1,Public administration and security
E33000546,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000547,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000548,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000549,E,Manufacturing and distribution,E3,Business parks
E33000550,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000551,E,Manufacturing and distribution,E3,Business parks
E33000552,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000553,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000554,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000555,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000556,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000557,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000558,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000559,G,Servants of society,G1,Public administration and security
E33000560,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000561,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000562,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000563,F,Rural,F1,Town fringe countryside 
E33000564,G,Servants of society,G3,Large scale education
E33000565,G,Servants of society,G1,Public administration and security
E33000566,A,Retail,A4,Traditional high streets
E33000567,A,Retail,A4,Traditional high streets
E33000568,G,Servants of society,G1,Public administration and security
E33000569,E,Manufacturing and distribution,E3,Business parks
E33000570,A,Retail,A2,Market squares
E33000571,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000572,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000573,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000574,A,Retail,A4,Traditional high streets
E33000575,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000576,G,Servants of society,G1,Public administration and security
E33000577,A,Retail,A1,Low density wholesale and retail
E33000578,A,Retail,A2,Market squares
E33000579,G,Servants of society,G1,Public administration and security
E33000580,G,Servants of society,G1,Public administration and security
E33000581,A,Retail,A1,Low density wholesale and retail
E33000582,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000583,G,Servants of society,G1,Public administration and security
E33000584,A,Retail,A1,Low density wholesale and retail
E33000585,F,Rural,F1,Town fringe countryside 
E33000586,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000587,A,Retail,A2,Market squares
E33000588,G,Servants of society,G2,Healthcare and public administration
E33000589,A,Retail,A2,Market squares
E33000590,A,Retail,A1,Low density wholesale and retail
E33000591,A,Retail,A1,Low density wholesale and retail
E33000592,F,Rural,F1,Town fringe countryside 
E33000593,A,Retail,A2,Market squares
E33000594,A,Retail,A4,Traditional high streets
E33000595,A,Retail,A2,Market squares
E33000596,A,Retail,A2,Market squares
E33000597,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000598,G,Servants of society,G1,Public administration and security
E33000599,G,Servants of society,G1,Public administration and security
E33000600,A,Retail,A4,Traditional high streets
E33000601,A,Retail,A4,Traditional high streets
E33000602,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000603,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000604,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000605,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000606,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000607,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000608,A,Retail,A2,Market squares
E33000609,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000610,E,Manufacturing and distribution,E3,Business parks
E33000611,A,Retail,A1,Low density wholesale and retail
E33000612,A,Retail,A4,Traditional high streets
E33000613,A,Retail,A4,Traditional high streets
E33000614,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000615,A,Retail,A1,Low density wholesale and retail
E33000616,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000617,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000618,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000619,G,Servants of society,G2,Healthcare and public administration
E33000620,G,Servants of society,G1,Public administration and security
E33000621,F,Rural,F3,Rural with mining or quarrying
E33000622,G,Servants of society,G1,Public administration and security
E33000623,A,Retail,A2,Market squares
E33000624,A,Retail,A4,Traditional high streets
E33000625,A,Retail,A2,Market squares
E33000626,G,Servants of society,G1,Public administration and security
E33000627,A,Retail,A4,Traditional high streets
E33000628,G,Servants of society,G1,Public administration and security
E33000629,F,Rural,F2,Accessible countryside
E33000630,G,Servants of society,G1,Public administration and security
E33000631,G,Servants of society,G1,Public administration and security
E33000632,A,Retail,A2,Market squares
E33000633,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000634,G,Servants of society,G1,Public administration and security
E33000635,G,Servants of society,G1,Public administration and security
E33000636,A,Retail,A4,Traditional high streets
E33000637,A,Retail,A6,"Eat, drink and be merry"
E33000638,A,Retail,A2,Market squares
E33000639,A,Retail,A2,Market squares
E33000640,A,Retail,A4,Traditional high streets
E33000641,A,Retail,A1,Low density wholesale and retail
E33000642,G,Servants of society,G2,Healthcare and public administration
E33000643,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000644,E,Manufacturing and distribution,E3,Business parks
E33000645,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000646,F,Rural,F1,Town fringe countryside 
E33000647,G,Servants of society,G1,Public administration and security
E33000648,A,Retail,A2,Market squares
E33000649,G,Servants of society,G1,Public administration and security
E33000650,G,Servants of society,G1,Public administration and security
E33000651,A,Retail,A2,Market squares
E33000652,A,Retail,A4,Traditional high streets
E33000653,A,Retail,A1,Low density wholesale and retail
E33000654,G,Servants of society,G1,Public administration and security
E33000655,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000656,E,Manufacturing and distribution,E3,Business parks
E33000657,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000658,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000659,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000660,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000661,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000662,A,Retail,A1,Low density wholesale and retail
E33000663,A,Retail,A4,Traditional high streets
E33000664,G,Servants of society,G1,Public administration and security
E33000665,A,Retail,A4,Traditional high streets
E33000666,G,Servants of society,G3,Large scale education
E33000667,G,Servants of society,G3,Large scale education
E33000668,G,Servants of society,G1,Public administration and security
E33000669,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000670,B,City and business parks,B4,Regional business centres
E33000671,E,Manufacturing and distribution,E3,Business parks
E33000672,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000673,G,Servants of society,G1,Public administration and security
E33000674,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000675,G,Servants of society,G1,Public administration and security
E33000676,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000677,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000678,E,Manufacturing and distribution,E4,"Manufacturing, energy and utilities"
E33000679,G,Servants of society,G3,Large scale education
E33000680,A,Retail,A6,"Eat, drink and be merry"
E33000681,G,Servants of society,G1,Public administration and security
E33000682,E,Manufacturing and distribution,E1,Mining and quarrying facilities
E33000683,E,Manufacturing and distribution,E3,Business parks
E33000684,G,Servants of society,G2,Healthcare and public administration
